#    L    TT             EE             BB             TE          
    90    0.21449E+02    0.16485E-01    0.11179E-01   -0.46549E+00
    91    0.20774E+02    0.16557E-01    0.11149E-01   -0.46040E+00
    92    0.20110E+02    0.16621E-01    0.11113E-01   -0.45506E+00
    93    0.19457E+02    0.16679E-01    0.11073E-01   -0.44948E+00
    94    0.18816E+02    0.16729E-01    0.11027E-01   -0.44367E+00
    95    0.18186E+02    0.16772E-01    0.10977E-01   -0.43765E+00
    96    0.17568E+02    0.16808E-01    0.10922E-01   -0.43142E+00
    97    0.16962E+02    0.16837E-01    0.10862E-01   -0.42500E+00
    98    0.16367E+02    0.16859E-01    0.10798E-01   -0.41839E+00
    99    0.15784E+02    0.16874E-01    0.10730E-01   -0.41160E+00
   100    0.15213E+02    0.16883E-01    0.10657E-01   -0.40465E+00
   101    0.14654E+02    0.16885E-01    0.10581E-01   -0.39755E+00
   102    0.14108E+02    0.16879E-01    0.10500E-01   -0.39030E+00
   103    0.13573E+02    0.16868E-01    0.10416E-01   -0.38292E+00
   104    0.13051E+02    0.16849E-01    0.10328E-01   -0.37541E+00
   105    0.12541E+02    0.16824E-01    0.10237E-01   -0.36780E+00
   106    0.12043E+02    0.16792E-01    0.10142E-01   -0.36008E+00
   107    0.11558E+02    0.16754E-01    0.10044E-01   -0.35227E+00
   108    0.11086E+02    0.16710E-01    0.99422E-02   -0.34438E+00
   109    0.10626E+02    0.16659E-01    0.98378E-02   -0.33642E+00
   110    0.10179E+02    0.16602E-01    0.97306E-02   -0.32840E+00
   111    0.97447E+01    0.16538E-01    0.96206E-02   -0.32033E+00
   112    0.93233E+01    0.16468E-01    0.95080E-02   -0.31222E+00
   113    0.89144E+01    0.16393E-01    0.93929E-02   -0.30407E+00
   114    0.85179E+01    0.16311E-01    0.92755E-02   -0.29589E+00
   115    0.81336E+01    0.16223E-01    0.91560E-02   -0.28770E+00
   116    0.77615E+01    0.16130E-01    0.90345E-02   -0.27950E+00
   117    0.74014E+01    0.16031E-01    0.89112E-02   -0.27129E+00
   118    0.70531E+01    0.15927E-01    0.87862E-02   -0.26308E+00
   119    0.67165E+01    0.15817E-01    0.86596E-02   -0.25489E+00
   120    0.63914E+01    0.15702E-01    0.85317E-02   -0.24672E+00
   121    0.60778E+01    0.15582E-01    0.84025E-02   -0.23857E+00
   122    0.57754E+01    0.15457E-01    0.82723E-02   -0.23046E+00
   123    0.54841E+01    0.15327E-01    0.81411E-02   -0.22240E+00
   124    0.52038E+01    0.15192E-01    0.80092E-02   -0.21438E+00
   125    0.49343E+01    0.15053E-01    0.78767E-02   -0.20642E+00
   126    0.46755E+01    0.14909E-01    0.77437E-02   -0.19852E+00
   127    0.44272E+01    0.14760E-01    0.76104E-02   -0.19070E+00
   128    0.41893E+01    0.14607E-01    0.74770E-02   -0.18296E+00
   129    0.39617E+01    0.14451E-01    0.73435E-02   -0.17531E+00
   130    0.37442E+01    0.14290E-01    0.72103E-02   -0.16776E+00
   131    0.35366E+01    0.14125E-01    0.70773E-02   -0.16031E+00
   132    0.33387E+01    0.13956E-01    0.69447E-02   -0.15296E+00
   133    0.31503E+01    0.13784E-01    0.68126E-02   -0.14573E+00
   134    0.29713E+01    0.13608E-01    0.66812E-02   -0.13861E+00
   135    0.28012E+01    0.13429E-01    0.65504E-02   -0.13161E+00
   136    0.26400E+01    0.13248E-01    0.64203E-02   -0.12473E+00
   137    0.24874E+01    0.13063E-01    0.62912E-02   -0.11798E+00
   138    0.23431E+01    0.12876E-01    0.61630E-02   -0.11136E+00
   139    0.22070E+01    0.12687E-01    0.60359E-02   -0.10487E+00
   140    0.20788E+01    0.12496E-01    0.59099E-02   -0.98511E-01
   141    0.19582E+01    0.12302E-01    0.57852E-02   -0.92296E-01
   142    0.18452E+01    0.12108E-01    0.56618E-02   -0.86223E-01
   143    0.17393E+01    0.11911E-01    0.55398E-02   -0.80297E-01
   144    0.16405E+01    0.11713E-01    0.54194E-02   -0.74522E-01
   145    0.15484E+01    0.11515E-01    0.53006E-02   -0.68900E-01
   146    0.14629E+01    0.11315E-01    0.51835E-02   -0.63435E-01
   147    0.13837E+01    0.11115E-01    0.50683E-02   -0.58131E-01
   148    0.13106E+01    0.10914E-01    0.49549E-02   -0.52991E-01
   149    0.12434E+01    0.10713E-01    0.48435E-02   -0.48019E-01
   150    0.11818E+01    0.10512E-01    0.47342E-02   -0.43219E-01
   151    0.11256E+01    0.10312E-01    0.46271E-02   -0.38593E-01
   152    0.10746E+01    0.10111E-01    0.45222E-02   -0.34140E-01
   153    0.10287E+01    0.99111E-02    0.44195E-02   -0.29859E-01
   154    0.98764E+00    0.97117E-02    0.43191E-02   -0.25747E-01
   155    0.95125E+00    0.95129E-02    0.42208E-02   -0.21804E-01
   156    0.91934E+00    0.93150E-02    0.41249E-02   -0.18028E-01
   157    0.89172E+00    0.91180E-02    0.40312E-02   -0.14417E-01
   158    0.86822E+00    0.89222E-02    0.39399E-02   -0.10969E-01
   159    0.84865E+00    0.87276E-02    0.38509E-02   -0.76836E-02
   160    0.83282E+00    0.85343E-02    0.37642E-02   -0.45578E-02
   161    0.82055E+00    0.83425E-02    0.36798E-02   -0.15905E-02
