#    L    TT             EE             BB             TE          
    90    0.63861E-02    0.16942E-04    0.15388E-04   -0.16894E-03
    91    0.63912E-02    0.17266E-04    0.15637E-04   -0.17144E-03
    92    0.63916E-02    0.17591E-04    0.15885E-04   -0.17384E-03
    93    0.63872E-02    0.17917E-04    0.16131E-04   -0.17614E-03
    94    0.63783E-02    0.18243E-04    0.16376E-04   -0.17834E-03
    95    0.63649E-02    0.18569E-04    0.16619E-04   -0.18044E-03
    96    0.63471E-02    0.18895E-04    0.16861E-04   -0.18242E-03
    97    0.63251E-02    0.19222E-04    0.17101E-04   -0.18429E-03
    98    0.62989E-02    0.19549E-04    0.17339E-04   -0.18605E-03
    99    0.62686E-02    0.19875E-04    0.17576E-04   -0.18769E-03
   100    0.62344E-02    0.20202E-04    0.17810E-04   -0.18921E-03
   101    0.61963E-02    0.20528E-04    0.18043E-04   -0.19061E-03
   102    0.61545E-02    0.20853E-04    0.18273E-04   -0.19188E-03
   103    0.61090E-02    0.21178E-04    0.18502E-04   -0.19303E-03
   104    0.60600E-02    0.21502E-04    0.18728E-04   -0.19404E-03
   105    0.60076E-02    0.21826E-04    0.18952E-04   -0.19491E-03
   106    0.59518E-02    0.22148E-04    0.19174E-04   -0.19565E-03
   107    0.58929E-02    0.22469E-04    0.19393E-04   -0.19625E-03
   108    0.58308E-02    0.22789E-04    0.19610E-04   -0.19671E-03
   109    0.57657E-02    0.23108E-04    0.19824E-04   -0.19702E-03
   110    0.56977E-02    0.23425E-04    0.20036E-04   -0.19718E-03
   111    0.56269E-02    0.23741E-04    0.20245E-04   -0.19719E-03
   112    0.55535E-02    0.24055E-04    0.20451E-04   -0.19705E-03
   113    0.54777E-02    0.24367E-04    0.20655E-04   -0.19675E-03
   114    0.53997E-02    0.24677E-04    0.20856E-04   -0.19631E-03
   115    0.53196E-02    0.24985E-04    0.21054E-04   -0.19572E-03
   116    0.52376E-02    0.25291E-04    0.21250E-04   -0.19497E-03
   117    0.51540E-02    0.25594E-04    0.21443E-04   -0.19408E-03
   118    0.50688E-02    0.25895E-04    0.21634E-04   -0.19304E-03
   119    0.49824E-02    0.26193E-04    0.21823E-04   -0.19185E-03
   120    0.48949E-02    0.26489E-04    0.22009E-04   -0.19051E-03
   121    0.48064E-02    0.26781E-04    0.22192E-04   -0.18903E-03
   122    0.47172E-02    0.27071E-04    0.22373E-04   -0.18740E-03
