-2.950500e+00 1.077176E+02 -1.063397E+02 1.128393E+02 5.346340E+01 1.072366E+02 -1.164400E-01 6.824088E+00 1.388106E+01 2.352323E+00 2.235883E+00 5.091463E+01 1.116608E+02 
-2.900500e+00 5.355915E+01 -5.213473E+01 5.848340E+01 2.642940E+01 5.304137E+01 -2.238052E-01 6.300286E+00 1.304818E+01 2.249299E+00 2.025494E+00 2.398580E+01 5.704302E+01 
-2.850500e+00 3.562739E+01 -3.415450E+01 4.036957E+01 1.750474E+01 3.507257E+01 -3.226386E-01 5.829076E+00 1.230343E+01 2.158118E+00 1.835479E+00 1.515378E+01 3.869213E+01 
-2.800500e+00 2.669198E+01 -2.516816E+01 3.126662E+01 1.307464E+01 2.609956E+01 -4.144825E-01 5.403855E+00 1.163667E+01 2.077607E+00 1.663124E+00 1.080492E+01 2.937210E+01 
-2.750500e+00 2.135041E+01 -1.977261E+01 2.577129E+01 1.043812E+01 2.071946E+01 -5.007018E-01 5.019059E+00 1.103952E+01 2.006821E+00 1.506119E+00 8.239215E+00 2.367538E+01 
-2.700500e+00 1.780789E+01 -1.617242E+01 2.208815E+01 8.698089E+00 1.713709E+01 -5.825299E-01 4.669964E+00 1.050499E+01 1.945008E+00 1.362478E+00 6.560253E+00 1.980278E+01 
-2.650500e+00 1.529681E+01 -1.359928E+01 1.944910E+01 7.470978E+00 1.458442E+01 -6.611089E-01 4.352536E+00 1.002729E+01 1.891585E+00 1.230476E+00 5.385027E+00 1.698276E+01 
-2.600500e+00 1.343409E+01 -1.166927E+01 1.747065E+01 6.565468E+00 1.267789E+01 -7.375245E-01 4.063308E+00 9.601665E+00 1.846119E+00 1.108594E+00 4.522585E+00 1.482865E+01 
-2.550500e+00 1.200742E+01 -1.016911E+01 1.594022E+01 5.875596E+00 1.120462E+01 -8.128405E-01 3.799284E+00 9.224248E+00 1.808322E+00 9.954810E-01 3.867175E+00 1.312480E+01 
-2.500500e+00 1.088991E+01 -8.970762E+00 1.473077E+01 5.338088E+00 1.003710E+01 -8.881323E-01 3.557864E+00 8.891992E+00 1.778043E+00 8.899104E-01 3.355571E+00 1.174114E+01 
-2.450500e+00 1.000140E+01 -7.992689E+00 1.376215E+01 4.913001E+00 9.094380E+00 -9.645245E-01 3.336781E+00 8.602611E+00 1.755277E+00 7.907521E-01 2.947705E+00 1.059434E+01 
-2.400500e+00 9.289116E+00 -7.180459E+00 1.298174E+01 4.574072E+00 8.322786E+00 -1.043234E+00 3.134052E+00 8.354571E+00 1.740173E+00 6.969393E-01 2.616993E+00 9.628441E+00 
-2.350500e+00 8.717364E+00 -6.496332E+00 1.235423E+01 4.303543E+00 7.685506E+00 -1.125622E+00 2.947933E+00 8.147108E+00 1.733059E+00 6.074370E-01 2.345140E+00 8.804356E+00 
-2.300500e+00 8.261686E+00 -5.913306E+00 1.185576E+01 4.089250E+00 7.156701E+00 -1.213262E+00 2.776888E+00 7.980301E+00 1.734471E+00 5.212085E-01 2.119162E+00 8.093924E+00 
-2.250500e+00 7.905460E+00 -5.411539E+00 1.147065E+01 3.922913E+00 6.718014E+00 -1.308035E+00 2.619560E+00 7.855191E+00 1.745210E+00 4.371751E-01 1.929617E+00 7.476301E+00 
-2.200500e+00 7.637915E+00 -4.976120E+00 1.118944E+01 3.799136E+00 6.356447E+00 -1.412249E+00 2.474748E+00 7.773993E+00 1.766415E+00 3.541662E-01 1.769495E+00 6.935713E+00 
-2.150500e+00 7.453037E+00 -4.595626E+00 1.100800E+01 3.714854E+00 6.063084E+00 -1.528827E+00 2.341382E+00 7.740420E+00 1.799679E+00 2.708517E-01 1.633500E+00 6.460002E+00 
-2.100500e+00 7.349146E+00 -4.261159E+00 1.092728E+01 3.669100E+00 5.832383E+00 -1.661578E+00 2.218516E+00 7.760190E+00 1.847224E+00 1.856460E-01 1.517578E+00 6.039656E+00 
-2.050500e+00 7.329064E+00 -3.965684E+00 1.095382E+01 3.663066E+00 5.661895E+00 -1.815611E+00 2.105306E+00 7.841835E+00 1.912176E+00 9.656490E-02 1.418594E+00 5.667142E+00 
-2.000500e+00 7.400975E+00 -3.703570E+00 1.110115E+01 3.700487E+00 5.552427E+00 -1.998002E+00 2.001000E+00 7.998005E+00 1.999001E+00 9.995007E-04 1.334112E+00 5.336446E+00 
-1.950500e+00 7.580302E+00 -3.470264E+00 1.139254E+01 3.788513E+00 5.508738E+00 -2.218897E+00 1.904932E+00 8.247658E+00 2.114242E+00 -1.046550E-01 1.262234E+00 5.042749E+00 
-1.900500e+00 7.893327E+00 -3.262046E+00 1.186615E+01 3.939384E+00 5.541105E+00 -2.493446E+00 1.816508E+00 8.619909E+00 2.267800E+00 -2.256461E-01 1.201496E+00 4.782192E+00 
-1.850500e+00 8.384180E+00 -3.075857E+00 1.258490E+01 4.173692E+00 5.668485E+00 -2.845388E+00 1.735204E+00 9.161184E+00 2.475327E+00 -3.700613E-01 1.150791E+00 4.551724E+00 
-1.800500e+00 9.129025E+00 -2.909169E+00 1.365641E+01 4.526996E+00 5.925071E+00 -3.314209E+00 1.660558E+00 9.949534E+00 2.762992E+00 -5.512169E-01 1.109322E+00 4.348986E+00 
-1.750500e+00 1.026743E+01 -2.759880E+00 1.527692E+01 5.064464E+00 6.374875E+00 -3.970884E+00 1.592167E+00 1.112610E+01 3.177978E+00 -7.929056E-01 1.076573E+00 4.172257E+00 
